Title:,Trace 1
Model:,N9320B
Serial Number:,CN03230304
Center Frequency:,1420400000.000000,Hz
Span:,2000000.000000,Hz
Resolution Bandwidth:,30000.000000,Hz
Video Bandwidth:,30000.000000,Hz
Reference Level:,-100.000000,dBm
Sweep Time:,1.000000,s
Num Points:,461
Units,Hz,dBm
No.,Frequecncy(Hz),Amplitude(dBm)
329,1420826086.956522,-1.048653946e+02
330,1420830434.782609,-1.048728790e+02
331,1420834782.608696,-1.049111710e+02
332,1420839130.434783,-1.049012527e+02
333,1420843478.260870,-1.048476410e+02
334,1420847826.086957,-1.048961258e+02
335,1420852173.913043,-1.049775391e+02
336,1420856521.739130,-1.049324875e+02
337,1420860869.565217,-1.048160400e+02
338,1420865217.391304,-1.048343735e+02
339,1420869565.217391,-1.047076035e+02
340,1420873913.043478,-1.048124237e+02
341,1420878260.869565,-1.048421783e+02
342,1420882608.695652,-1.048346939e+02
343,1420886956.521739,-1.048683319e+02
344,1420891304.347826,-1.049012833e+02
345,1420895652.173913,-1.048064804e+02
346,1420900000.000000,-1.048928909e+02
347,1420904347.826087,-1.048856125e+02
348,1420908695.652174,-1.047802277e+02
349,1420913043.478261,-1.049020157e+02
350,1420917391.304348,-1.048208313e+02
351,1420921739.130435,-1.047704773e+02
352,1420926086.956522,-1.048173904e+02
353,1420930434.782609,-1.048584976e+02
354,1420934782.608696,-1.048858414e+02
355,1420939130.434783,-1.048681717e+02
356,1420943478.260870,-1.049554214e+02
357,1420947826.086957,-1.048648605e+02
358,1420952173.913043,-1.049296265e+02
359,1420956521.739130,-1.048080521e+02
360,1420960869.565217,-1.047745667e+02
361,1420965217.391304,-1.048170700e+02
362,1420969565.217391,-1.047893982e+02
363,1420973913.043478,-1.049108276e+02
364,1420978260.869565,-1.049148941e+02
365,1420982608.695652,-1.049328918e+02
366,1420986956.521739,-1.049744263e+02
367,1420991304.347826,-1.049181137e+02
368,1420995652.173913,-1.049256744e+02
369,1421000000.000000,-1.049483643e+02
370,1421004347.826087,-1.049273071e+02
371,1421008695.652174,-1.049617004e+02
372,1421013043.478261,-1.048810730e+02
373,1421017391.304348,-1.049213562e+02
374,1421021739.130435,-1.049102936e+02
375,1421026086.956522,-1.047986603e+02
376,1421030434.782609,-1.048925171e+02
377,1421034782.608696,-1.048647308e+02
378,1421039130.434783,-1.048528595e+02
379,1421043478.260870,-1.049255219e+02
380,1421047826.086957,-1.049137344e+02
381,1421052173.913043,-1.048975143e+02
382,1421056521.739130,-1.048873367e+02
383,1421060869.565217,-1.049343796e+02
384,1421065217.391304,-1.049153976e+02
385,1421069565.217391,-1.050398407e+02
386,1421073913.043478,-1.049346924e+02
387,1421078260.869565,-1.049412842e+02
388,1421082608.695652,-1.049276886e+02
389,1421086956.521739,-1.049490128e+02
390,1421091304.347826,-1.049325867e+02
391,1421095652.173913,-1.050173492e+02
392,1421100000.000000,-1.049360428e+02
393,1421104347.826087,-1.050755157e+02
394,1421108695.652174,-1.049825897e+02
395,1421113043.478261,-1.050191879e+02
396,1421117391.304348,-1.049988403e+02
397,1421121739.130435,-1.050251007e+02
398,1421126086.956522,-1.049449615e+02
399,1421130434.782609,-1.049647751e+02
400,1421134782.608696,-1.049678955e+02
401,1421139130.434783,-1.049369354e+02
402,1421143478.260870,-1.048950958e+02
403,1421147826.086957,-1.049418640e+02
404,1421152173.913043,-1.048872833e+02
405,1421156521.739130,-1.049521866e+02
406,1421160869.565217,-1.050218430e+02
407,1421165217.391304,-1.050295639e+02
408,1421169565.217391,-1.049929581e+02
409,1421173913.043478,-1.050345078e+02
410,1421178260.869565,-1.049217453e+02
411,1421182608.695652,-1.049324417e+02
412,1421186956.521739,-1.049005127e+02
413,1421191304.347826,-1.048992615e+02
414,1421195652.173913,-1.049347763e+02
415,1421200000.000000,-1.049162369e+02
416,1421204347.826087,-1.049305496e+02
417,1421208695.652174,-1.048500748e+02
418,1421213043.478261,-1.048502502e+02
419,1421217391.304348,-1.048769226e+02
420,1421221739.130435,-1.048492126e+02
421,1421226086.956522,-1.048831863e+02
422,1421230434.782609,-1.048787537e+02
423,1421234782.608696,-1.048541641e+02
424,1421239130.434783,-1.049157944e+02
425,1421243478.260870,-1.049498596e+02
426,1421247826.086957,-1.048940582e+02
427,1421252173.913043,-1.049197693e+02
428,1421256521.739130,-1.049163132e+02
429,1421260869.565217,-1.048287354e+02
430,1421265217.391304,-1.049216385e+02
431,1421269565.217391,-1.048982849e+02
432,1421273913.043478,-1.049030228e+02
433,1421278260.869565,-1.048378220e+02
434,1421282608.695652,-1.047826309e+02
435,1421286956.521739,-1.049123459e+02
436,1421291304.347826,-1.048401260e+02
437,1421295652.173913,-1.049462509e+02
438,1421300000.000000,-1.049251099e+02
439,1421304347.826087,-1.050031128e+02
440,1421308695.652174,-1.049104996e+02
441,1421313043.478261,-1.048969345e+02
442,1421317391.304348,-1.049153442e+02
443,1421321739.130435,-1.050066833e+02
444,1421326086.956522,-1.050775528e+02
445,1421330434.782609,-1.050436859e+02
446,1421334782.608696,-1.050052261e+02
447,1421339130.434783,-1.049902649e+02
448,1421343478.260870,-1.049507217e+02
449,1421347826.086957,-1.050272217e+02
450,1421352173.913043,-1.050742798e+02
451,1421356521.739130,-1.050399857e+02
452,1421360869.565217,-1.051067200e+02
453,1421365217.391304,-1.051020050e+02
454,1421369565.217391,-1.050115128e+02
455,1421373913.043478,-1.050163727e+02
456,1421378260.869565,-1.049314041e+02
457,1421382608.695652,-1.050279160e+02
458,1421386956.521739,-1.049880981e+02
459,1421391304.347826,-1.050277939e+02
460,1421395652.173913,-1.049625244e+02
461,1421400000.000000,-1.050279312e+02
ÿ
